article_id,parameter_type,parameter_from_figure,parameter_value,parameter_lower_bound,parameter_upper_bound,inverse_param,parameter_unit,parameter_value_type,method_from_supplement,parameter_statistical,parameter_uncertainty_singe_type,parameter_uncertainty_single_value,parameter_uncertainty_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,distribution_type,distribution_par1_value,parameter_paired,parameter_type_2,parameter_value_2,parameter_range_low_2,parameter_range_upper_2,parameter_inverse_2,parameter_unit_2,parameter_value_type_2,parameter_supplement_2,parameter_statistical_2,parameter_unc_single_type_2,parameter_unc_single_value_2,parameter_unc_pair_type_2,parameter_unc_pair_value_low_2,parameter_unc_pair_value_up_2,distribution_par2_type,distribution_par2_value,genome_site,genomic_sequence_available,method_r,r_pathway,parameter_hd_from,other_delay_start,parameter_hd_to,other_delay_end,cfr_ifr_numerator,cfr_ifr_denominator,cfr_ifr_method,riskfactor_outcome,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,method_disaggregated,method_disaggregated_by,method_disaggregated_only,parameter_context_human,parameter_context_nonhuman,parameter_context_genotype,population_sex,population_sample_size,parameter_context_sample_type,population_sample_type,population_group,population_age_min,population_age_max,population_country,population_location,data_available ,parameter_notes,exponent,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,parameter_data_id,id
76,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,No,No,NA,Not human,Sapajus spp. and Alouatta caraya,NA,Unspecified,8,serum,Non-human,Non-human,NA,NA,Brazil,Campo Grande; Mato Gross do Sol,Unspecified,NA,0,NA,NA,2013,NA,NA,2013,10e66724-7a3f-4854-8d6e-439e771a8bae,c775c7e4-d11a-4346-b0d8-bd70cf467f93
76,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,Sapajus spp. and Alouatta caraya,NA,Unspecified,4,serum,Non-human,Non-human,NA,NA,Brazil,Jardim; Mato Grosso do Sol,Unspecified,NA,0,NA,NA,2013,NA,NA,2013,de28f477-b6f4-48c2-9488-fded32f4517c,c775c7e4-d11a-4346-b0d8-bd70cf467f93
76,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,Sapajus spp. and Alouatta caraya,NA,Unspecified,1,serum,Non-human,Non-human,NA,NA,Brazil,Aquidauana,Unspecified,NA,0,NA,NA,2013,NA,NA,2013,d5a6a191-e80f-4a43-a55f-55818ef8a745,c775c7e4-d11a-4346-b0d8-bd70cf467f93
76,Seroprevalence - HAI/HI,FALSE,50,NA,NA,FALSE,Percentage (%),Central - unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,Sapajus spp. and Alouatta caraya,NA,Unspecified,2,serum,Non-human,Non-human,NA,NA,Brazil,Miranda; Mato Grosso do Sol,Unspecified,NA,0,NA,NA,2013,NA,NA,2013,2d2079a4-aeb4-4f8b-9a28-bdd660446e40,c775c7e4-d11a-4346-b0d8-bd70cf467f93
76,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,Sapajus spp. and Alouatta caraya,NA,Unspecified,1,serum,Non-human,Non-human,NA,NA,Brazil,Corumba; Mato Grosso do Sol,Unspecified,NA,0,NA,NA,2013,NA,NA,2013,ced4157a-90d8-4459-8592-9890a71ff025,c775c7e4-d11a-4346-b0d8-bd70cf467f93
121,Human delay - other human delay (go to section),FALSE,10,NA,NA,FALSE,Days,Case Study,No,Case study [Oropouche ONLY],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom Onset/Fever,NA,Symptom Resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Male,1,NA,Hospital based,Persons with symptoms,42,42,Italy,Negrar di Valpolicella,NA,NA,0,2,8,2024,NA,8,2024,152804f5-8234-4ff3-bcf5-00ed4a38dce0,23b57156-dfe9-4448-a30d-9c7c1288eaa4
121,Human delay - other human delay (go to section),,2,NA,NA,FALSE,Days,Case Study,No,Case study [Oropouche ONLY],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom Onset/Fever,NA,Symptom Resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Male,1,NA,Hospital based,Persons with symptoms,42,42,Italy,Negrar di Valpolicella,NA,NA,0,2,8,2024,NA,8,2024,83,23b57156-dfe9-4448-a30d-9c7c1288eaa4
121,Human delay - other human delay (go to section),,4,NA,NA,FALSE,Days,Case Study,No,Case study [Oropouche ONLY],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom Onset/Fever,NA,Symptom Recurrence ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Male,1,NA,Hospital based,Persons with symptoms,42,42,Italy,Negrar di Valpolicella,NA,NA,0,2,8,2024,NA,8,2024,84,23b57156-dfe9-4448-a30d-9c7c1288eaa4
125,Human delay - other human delay (go to section),FALSE,NA,3,4,FALSE,Days,Case Study,No,Case study [Oropouche ONLY],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom Onset/Fever,NA,Symptom Resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Male,1,NA,Travel based,Persons under investigation,53,53,Germany,"Institute for Tropical Medicine, University of Tübingen",Yes - with a DOI,"""A frequent traveler to Cuba, he had developed symptoms during a visit to friends and relatives (VFR) starting on June 15, 2024, 10 days after arriving in Cuba. Symptoms included intense headaches lasting 3-4 days, high fever for 1-2 days, followed by milder fever for another 1-2 days.""",0,NA,NA,2024,NA,NA,2024,103,0f2fe7cf-9d14-4d96-86cd-65f3ac937509
125,Human delay - other human delay (go to section),FALSE,30,NA,NA,FALSE,Days,Case Study,No,Case study [Oropouche ONLY],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom Onset/Fever,NA,Seeking Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Male,1,NA,Travel based,Persons under investigation,53,53,Germany,"Institute for Tropical Medicine, University of Tübingen",Yes - with a DOI,"""At consultation, 30 days after disease onset, the patient appeared persistently fatigued, however, with no fever remaining.""",0,NA,NA,2024,NA,NA,2024,104,0f2fe7cf-9d14-4d96-86cd-65f3ac937509
127,Human delay - time in care (length of stay),FALSE,NA,22,26,FALSE,Days,Case Study,No,Case study [Oropouche ONLY],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Admission to Care/Hospitalisation,NA,Discharge from Care/Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Both,3,NA,Hospital based,Persons with symptoms,51,64,Cuba,Santiago de Cuba Province,NA,data from set of 3 case studies,0,NA,6,2024,NA,NA,NA,23ef612b-32db-470f-83cc-ab3662383d62,a5a8ef9e-f01c-4e77-adc9-c8fa48b64c02
127,Human delay - symptom onset>admission to care,FALSE,14,NA,NA,FALSE,Days,Case Study,No,Case study [Oropouche ONLY],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Female,1,NA,Hospital based,Persons with symptoms,53,53,Cuba,Santiago de Cuba Province,NA,"""On June 7, she began with fever, diarrhea, general malaise, headache, polyarticular pain that lasted six days, after which she improved. On June 17, she began with cramps, weakness in both lower limbs that progressed to cause difficulty walking. Four days later, she woke up with deviation of the corner of her mouth and difficulty to close the left eye, going to the emergency room, where was admitted for study and treatment.""",0,NA,6,2024,NA,NA,NA,85,a5a8ef9e-f01c-4e77-adc9-c8fa48b64c02
127,Human delay - symptom onset>admission to care,FALSE,11,NA,NA,FALSE,Days,Case Study,No,Case study [Oropouche ONLY],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Female,1,NA,Hospital based,Persons with symptoms,64,64,Cuba,Santiago de Cuba Province,NA,"""On June 7, she presented high fever, chills, headache, arthralgia and abdominal pain persisting for four days. Eleven days later, she began to have, paresthesias, such as tingling in the feet or hands, more marked in the right hemibody, headache and muscle weakness. She went to the emergency room and was admitted.""",0,NA,6,2024,NA,NA,NA,86,a5a8ef9e-f01c-4e77-adc9-c8fa48b64c02
127,Human delay - other human delay (go to section),FALSE,5,NA,NA,FALSE,Days,Case Study,No,Case study [Oropouche ONLY],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom Onset/Fever,NA,Symptom Resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Male,1,NA,Hospital based,Persons with symptoms,51,51,Cuba,Santiago de Cuba Province,NA,"""On June 9, he began with fever, general malaise, diarrheas, and arthralgia, improving in 5 days.""",0,NA,6,2024,NA,NA,NA,87,a5a8ef9e-f01c-4e77-adc9-c8fa48b64c02
127,Human delay - other human delay (go to section),FALSE,10,NA,NA,FALSE,Days,Case Study,No,Case study [Oropouche ONLY],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom Onset/Fever,NA,Symptom Recurrence ,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Male,1,NA,Hospital based,Persons with symptoms,51,51,Cuba,Santiago de Cuba Province,NA,"""On June 19, he began to experience cramps or tingling in his fingers and toes, back pain mainly in the lumbosacral region, muscle weakness in lower limbs, which was progressing and began to have difficulty walking.""",0,NA,6,2024,NA,NA,NA,88,a5a8ef9e-f01c-4e77-adc9-c8fa48b64c02
127,Human delay - symptom onset>admission to care,FALSE,10,NA,NA,FALSE,Days,Case Study,No,Case study [Oropouche ONLY],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Male,1,NA,Hospital based,Persons with symptoms,51,51,Cuba,Santiago de Cuba Province,NA,"""On June 19, he began to experience cramps or tingling in his fingers and toes, back pain mainly in the lumbosacral region, muscle weakness in lower limbs, which was progressing and began to have difficulty walking.""",0,NA,6,2024,NA,NA,NA,89,a5a8ef9e-f01c-4e77-adc9-c8fa48b64c02
115,Human delay - symptom onset>admission to care,FALSE,3,NA,NA,FALSE,Days,Case Study,NA,Case study [Oropouche ONLY],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Female,1,NA,Hospital based,Persons under investigation,24,24,Brazil,Bahia,Unspecified,"""symptoms began with fever lasting 1 day, headache, retroorbital pain, myalgia, severe abdominal pain, diarrhea, nausea, and vomiting. She had no underlying conditions, was not pregnant, had no history of miscarriage, and was admitted 3 days after symptom onset due to worsening symptoms and blurred vision.""",0,NA,NA,2024,NA,NA,2024,afbca824-19bd-4ce5-a602-58d940c63234,8350f21e-e55c-492e-b85a-f1883683a13d
115,Human delay - symptom onset>admission to care,FALSE,4,NA,NA,FALSE,Days,Case Study,NA,Case study [Oropouche ONLY],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Female,1,NA,Hospital based,Persons under investigation,21,21,Brazil,Bahia,Unspecified,"""Patient 2, a 21-year-old woman, had fever, myalgia, headache, retroorbital pain, pain in the lower limbs, asthenia, and joint pain. After 4 days, a rash and purple spots on her body developed, as did nose, gum, and vaginal bleeding. The patient reported weakness, drowsiness, and vomiting. She had no underlying conditions, denied pregnancy or previous miscarriage, and was admitted to a local hospital.""",0,NA,NA,2024,NA,NA,2024,90,8350f21e-e55c-492e-b85a-f1883683a13d
115,Human delay - admission to care>death,FALSE,0,NA,NA,FALSE,Days,Case Study,NA,Case study [Oropouche ONLY],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Female,1,NA,Hospital based,Persons under investigation,21,21,Brazil,Bahia,Unspecified,"""After 9 hours she was transferred to a secondary facility and appeared drowsy, had cyanosis of the extremities and persistent vomiting, and had not eaten in several days. On examination, she had bleeding gums and epistaxis, vaginal bleeding, and cold and clammy skin, in addition to widespread petechia. She died 2 hours later.""",0,NA,NA,2024,NA,NA,2024,91,8350f21e-e55c-492e-b85a-f1883683a13d
115,Human delay - admission to care>death,FALSE,0,NA,NA,FALSE,Days,Case Study,NA,Case study [Oropouche ONLY],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Female,1,NA,Hospital based,Persons under investigation,24,24,Brazil,Bahia,Unspecified,"""At 10 hours after admission, psychomotor agitation developed, and in the subsequent 2 hours the patient began to experience hypotension and desaturation. Clinicians introduced a Venturi mask at 8 liters of oxygen per minute, followed by orotracheal intubation, when bronchial hemorrhage was detected. One hour later, the patient progressed to cardiorespiratory arrest and died the next day, 13 hours after admission.""",0,NA,NA,2024,NA,NA,2024,fbeacad8-41af-41f3-bab4-d510b9e4b8ce,8350f21e-e55c-492e-b85a-f1883683a13d
123,Risk factors,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Presence of Oropouche,Other,NA,Significant,Not adjusted,Yes,NA,Other,Human,NA,NA,Both,5570,NA,Population based,Persons under investigation,NA,NA,Brazil,NA,Not available,Looks for relative risk of incidence in different location and time periods,0,NA,NA,2018,NA,NA,2024,92d0abc3-7df9-44ce-94b5-2eded3ba3256,44c64fa2-931a-420a-a3b2-37e086e6b057
118,Infection prevalence - PCR [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Unspecified,56,plasma,Hospital based,Persons with symptoms,NA,NA,Italy,Luigi Sacco hospital,Unspecified,NA,0,NA,1,2024,NA,5,2024,4b611016-e243-4bbd-b3c3-b07e3e88f973,047be4d0-2d0d-4995-ac12-61269d34ff12
150,Infection prevalence - PCR [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,177,Naive,NA,NA,NA,NA,NA,No,No,"Age,Sex,Time",Human,NA,NA,Both,177,serum,Hospital based,Persons with symptoms,0,92,Colombia,Cucuta; Norte de Santander,Unspecified,NA,0,NA,NA,2015,NA,NA,2015,904a6e62-d55c-4166-918c-74f365a813da,4d6fc9ca-3d1d-4705-8234-a6bcaacafda7
150,Infection prevalence - PCR [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,189,Naive,NA,NA,NA,NA,NA,No,No,"Age,Sex,Time",Human,NA,NA,Both,189,serum,Hospital based,Persons with symptoms,0,92,Colombia,Los Patios; Norte de Santander,Unspecified,NA,0,NA,NA,2014,NA,NA,2015,983a3bc9-93e4-4bc5-9317-04d94e0158ec,4d6fc9ca-3d1d-4705-8234-a6bcaacafda7
150,Infection prevalence - PCR [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,265,Naive,NA,NA,NA,NA,NA,No,No,"Age,Sex",Human,NA,NA,Both,265,serum,Hospital based,Mixed groups,0,92,Colombia,Ocana; Norte de Santander,Unspecified,"Mixed groups' - persons with symptoms and healthy controls. No information given on time when positives collected. ""Three individuals suspected of DENV infection tested positive for OROV and negative for DENV via qRT-PCR. All samples were collected in Ocana in 201 (Figure 1). One patient was a child ,5 years old (Cq 35.66), and another was in the 6–15 years age range (Cq 37.23), both males. The third was a female in the 31–45 years age range (Cq 37.99).""",0,NA,NA,2014,NA,NA,2015,4285cd2a-5e3f-41ad-8481-ea8fdf2bd3ae,4d6fc9ca-3d1d-4705-8234-a6bcaacafda7
147,Human delay - other human delay (go to section),FALSE,3,NA,NA,FALSE,Days,Case Study,NA,Case study [Oropouche ONLY],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom Onset/Fever,NA,Symptom Resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Male,1,NA,Hospital based,Persons under investigation,75,75,Cuba,NA,Yes - with a DOI,"""He had been in the province of Santiago de Cuba and had been bitten by numerous mosquitoes. He had also experienced similar symptoms for three days about a week ago: fever, nausea with vomiting, and body aches."" - symptoms for 3 days",0,NA,6,2024,NA,NA,2024,92,966a66a3-602d-4dd7-95f6-ba2cc8df666d
147,Human delay - other human delay (go to section),FALSE,4,NA,NA,FALSE,Days,Case Study,NA,Case study [Oropouche ONLY],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom Resolution,NA,Seeking Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Male,1,NA,Hospital based,Persons under investigation,75,75,Switzerland,NA,Yes - with a DOI,"""He had been in the province of Santiago de Cuba and had been bitten by numerous mosquitoes. He had also experienced similar symptoms for three days about a week ago: fever, nausea with vomiting, and body aches."" - about a week ago, then working back from the 3 days of new symptoms, e.g. 1 week - 3 days",0,NA,6,2024,NA,NA,2024,93,966a66a3-602d-4dd7-95f6-ba2cc8df666d
147,Human delay - other human delay (go to section),FALSE,3,NA,NA,FALSE,Days,Case Study,NA,Case study [Oropouche ONLY],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom Recurrence,NA,Seeking Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Male,1,NA,Hospital based,Persons under investigation,75,75,Switzerland,NA,Yes - with a DOI,"""A 75-year-old man presented to our emergency department at the end of June 2024 with severe headaches, retrobulbar eye pain, orthostatic dizziness, loss of appetite, nausea, as well as fatigue and weakness. He reported that the symptoms had begun gradually about three days ago. Two days previously, he and his partner had returned from a trip to Cuba. """,0,NA,6,2024,NA,NA,2024,eb4bc374-8c9c-4136-9698-2faef336d32b,966a66a3-602d-4dd7-95f6-ba2cc8df666d
148,Human delay - other human delay (go to section),FALSE,16,NA,NA,FALSE,Days,Median,NA,Observed sample statistic,NA,NA,Inter Quartile Range (IQR),9,23,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom Onset/Fever,NA,Seeking Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Both,38,NA,Population based,Persons under investigation,NA,NA,Cuba,Matanzas,Unspecified,"Among the 38 cases, the median age was 51.5 years (IQR: 31.0–64.5), with 55% males (Table 1). Four of the 17 female patients were pregnant (median gestational age: 25 weeks).",0,NA,6,2024,NA,12,2024,a6df3914-17c2-4257-903d-7e4c5b36c022,4fb9f330-1681-4466-8a47-f6c36b8f88fa
153,Infection prevalence - PCR [Oropouche ONLY],FALSE,20.5,NA,NA,FALSE,Percentage (%),Central - unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,210,Naive,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Both,210,NA,Hospital based,Other,NA,NA,Cuba,NA,Unspecified,'Other' - people with GBS; not explicit about the country,0,NA,6,2024,NA,12,2024,f8ac742d-324d-4b2a-8629-d4c020b2a58b,e78f4801-c34a-44bc-ae5a-6648ee6482fa
153,Human delay - symptom onset>admission to care,FALSE,5,NA,NA,FALSE,Days,Median,NA,Observed sample statistic,NA,NA,Inter Quartile Range (IQR),2,10,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Both,43,NA,Hospital based,Other,NA,NA,Cuba,NA,Unspecified,'Other' - patients with GBS,0,NA,6,2024,NA,9,2024,13d743bd-67d5-46d1-8eec-fb39daa881d0,e78f4801-c34a-44bc-ae5a-6648ee6482fa
153,Human delay - other human delay (go to section),FALSE,17,NA,NA,FALSE,Days,Median,NA,Observed sample statistic,NA,NA,Inter Quartile Range (IQR),13,24,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom Onset/Fever,NA,Discharge from Critical Care/ICU,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Both,43,NA,Hospital based,Other,NA,NA,Cuba,NA,Unspecified,'Other' - GBS patients,0,NA,6,2024,NA,9,2024,5781aea5-4d60-439e-a4fb-7c5b222a5b54,e78f4801-c34a-44bc-ae5a-6648ee6482fa
153,Human delay - other human delay (go to section),FALSE,11,NA,NA,FALSE,Days,Median,NA,Observed sample statistic,NA,NA,Inter Quartile Range (IQR),8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Admission to Care/Hospitalisation,NA,Discharge from Critical Care/ICU,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Both,43,NA,Hospital based,Other,NA,NA,Cuba,NA,Unspecified,'Other' - GBS patients,0,NA,6,2024,NA,9,2024,172ae870-52c7-4f6c-ac55-cd0012cf50cd,e78f4801-c34a-44bc-ae5a-6648ee6482fa
153,Severity - case fatality rate (CFR),FALSE,20.9,NA,NA,FALSE,Percentage (%),Central - unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,43,Naive,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Both,43,NA,Hospital based,Other,NA,NA,Cuba,NA,Unspecified,'Other' - GBS patients,0,NA,6,2024,NA,9,2024,eb8184aa-b23c-4619-8862-ceae1fbf0d46,e78f4801-c34a-44bc-ae5a-6648ee6482fa
168,Infection prevalence - PCR [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,834,Naive,NA,NA,NA,NA,NA,Yes,No,Time,Human,NA,NA,Both,834,Whole blood,Hospital based,Other,10,NA,Peru,"Iquitos, Loreto",Unspecified,This is a case-control study recruiting acute febrile patients as cases and patients without acute fever as controls,0,1,12,2023,31,8,2024,013324b9-41cc-4014-b176-4e6e467088fd,2101b732-6842-46f0-a261-7d6bc9222d11
168,Risk factors,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Infection,Other,NA,Significant,Adjusted,No,NA,NA,Human,NA,NA,Both,235,Whole blood,Hospital based,General population,10,NA,Peru,"Iquitos, Loreto",Not available,"Case-control study (case = any positive OROV patient, control = asymptomatic patients that tested negative for any pathogen)",0,1,12,2023,31,8,2024,f3287f87-aadf-4e11-b5f8-8fdea0fdc6f8,2101b732-6842-46f0-a261-7d6bc9222d11
